user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
megahit:Water_Italy_Italy_75_1_P_20.1_24:bin.19	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia sp002704515	GCA_002704515.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia sp002704515	98.71	0.9	GCA_002704515.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia sp002704515	98.71	0.9	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_013330155.1, s__Poseidonia sp8339u, 95.0, 90.66, 0.89; GCA_002714305.1, s__Poseidonia sp002714305, 95.0, 87.61, 0.84; GCA_002502295.1, s__Poseidonia sp002502295, 95.0, 80.95, 0.7; GCA_002497765.1, s__Poseidonia sp002497765, 95.0, 78.83, 0.49; GCA_002495645.1, s__Poseidonia sp002495645, 95.0, 78.77, 0.46; GCA_002725275.1, s__Poseidonia sp002725275, 95.0, 78.57, 0.44; GCA_002689105.1, s__Poseidonia sp002689105, 95.0, 78.44, 0.49; GCA_002722695.1, s__Poseidonia sp002722695, 95.0, 78.41, 0.4; GCA_002694525.1, s__Poseidonia sp002694525, 95.0, 78.28, 0.4; GCA_016778305.1, s__Poseidonia sp016778305, 95.0, 78.04, 0.27; GCA_002728035.1, s__Poseidonia sp002728035, 95.0, 77.99, 0.34; GCA_902625885.1, s__Poseidonia sp902625885, 95.0, 77.89, 0.36; GCA_016779705.1, s__Poseidonia sp016779705, 95.0, 77.72, 0.3; GCA_011524855.1, s__Poseidonia sp011524855, 95.0, 77.68, 0.22; GCA_023254355.1, s__Poseidonia sp023254355, 95.0, 77.58, 0.31; GCA_002494645.1, s__Poseidonia sp002494645, 95.0, 77.5, 0.27; GCA_023254365.1, s__Poseidonia sp023254365, 95.0, 77.48, 0.3; GCA_022426155.1, s__Poseidonia sp022426155, 95.0, 77.28, 0.18; GCA_003602475.1, s__Poseidonia sp003602475, 95.0, 77.28, 0.22; GCA_003602485.1, s__Poseidonia sp003602485, 95.0, 77.25, 0.22; GCA_002505405.1, s__Poseidonia alphae, 95.0, 77.19, 0.18; GCA_018662715.1, s__Poseidonia sp018662715, 95.0, 77.13, 0.15; GCA_002726495.1, s__Poseidonia sp002726495, 95.0, 76.94, 0.15	77.79	11	N/A	N/A
megahit:Water_Italy_Italy_75_1_W_7.4_13.9:bin.15	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp002172355	GCA_002172355.2	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp002172355	99.23	0.8	GCA_002172355.2	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp002172355	99.23	0.8	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002697705.1, s__MGIIa-L1 sp002697705, 95.0, 91.37, 0.72; GCA_003602575.1, s__MGIIa-L1 sp003602575, 95.0, 84.69, 0.89; GCA_018667575.1, s__MGIIa-L1 sp018667575, 95.0, 81.47, 0.71; GCA_002702945.1, s__MGIIa-L1 sp002702945, 95.0, 79.19, 0.46; GCA_002727485.1, s__MGIIa-L1 sp002727485, 95.0, 78.1, 0.26; GCA_002729095.1, s__MGIIa-L1 sp002729095, 95.0, 78.06, 0.39; GCA_013329925.1, s__MGIIa-L1 sp8734u, 95.0, 77.79, 0.13; GCA_022425585.1, s__MGIIa-L1 sp022425585, 95.0, 77.51, 0.13; GCA_018659375.1, s__MGIIa-L1 sp018659375, 95.0, 77.45, 0.15; GCA_009887195.1, s__MGIIa-L1 sp009887195, 95.0, 77.41, 0.17; GCA_009937025.1, s__MGIIa-L1 sp009937025, 95.0, 77.38, 0.08; GCA_002726395.1, s__MGIIa-L1 sp002726395, 95.0, 77.18, 0.12; GCA_002499705.1, s__MGIIa-L1 sp002499705, 95.0, 77.09, 0.09; GCA_013329295.1, s__MGIIa-L1 sp9596u, 95.0, 77.01, 0.14; GCA_905182725.1, s__MGIIa-L1 sp905182725, 95.0, 77.0, 0.07; GCA_022451835.1, s__MGIIa-L1 sp022451835, 95.0, 76.99, 0.14; GCA_011526375.1, s__MGIIa-L1 sp011526375, 95.0, 76.93, 0.14; GCA_009937205.1, s__MGIIa-L1 sp009937205, 95.0, 76.83, 0.09; GCA_002506025.1, s__MGIIa-L1 sp002506025, 95.0, 76.71, 0.09; GCA_022424925.1, s__MGIIa-L1 sp022424925, 95.0, 76.71, 0.06; GCA_003602605.1, s__MGIIa-L1 sp003602605, 95.0, 76.62, 0.08; GCA_905181785.1, s__MGIIa-L1 sp905181785, 95.0, 76.59, 0.04; GCA_902520595.1, s__MGIIa-L1 sp902520595, 95.0, 76.54, 0.08; GCA_018662825.1, s__MGIIa-L1 sp018662825, 95.0, 76.51, 0.1; GCA_905182715.1, s__MGIIa-L1 sp905182715, 95.0, 76.49, 0.09; GCA_002495945.1, s__MGIIa-L1 sp002495945, 95.0, 76.46, 0.1; GCA_002496955.1, s__MGIIa-L1 sp002496955, 95.0, 76.45, 0.08; GCA_024958795.1, s__MGIIa-L1 sp024958795, 95.0, 76.41, 0.13; GCA_012959845.1, s__MGIIa-L1 sp012959845, 95.0, 76.36, 0.09; GCA_905182635.1, s__MGIIa-L1 sp905182635, 95.0, 76.36, 0.05; GCA_018691345.1, s__MGIIa-L1 sp018691345, 95.0, 76.36, 0.08; GCA_002499015.1, s__MGIIa-L1 sp002499015, 95.0, 76.3, 0.09; GCA_002506275.1, s__MGIIa-L1 sp002506275, 95.0, 76.29, 0.06; GCA_002499545.1, s__MGIIa-L1 sp002499545, 95.0, 76.27, 0.06; GCA_000246735.1, s__MGIIa-L1 sp000246735, 95.0, 76.25, 0.05; GCA_018701175.1, s__MGIIa-L1 sp018701175, 95.0, 76.23, 0.08; GCA_002502605.1, s__MGIIa-L1 sp002502605, 95.0, 76.2, 0.07; GCA_002170315.2, s__MGIIa-L1 sp002170315, 95.0, 76.18, 0.09; GCA_002687075.1, s__MGIIa-L1 sp002687075, 95.0, 76.1, 0.08; GCA_013329355.1, s__MGIIa-L1 sp9354u, 95.0, 76.1, 0.08; GCA_905182125.1, s__MGIIa-L1 sp905182125, 95.0, 76.06, 0.04; GCA_002495535.1, s__MGIIa-L1 sp002495535, 95.0, 76.03, 0.05; GCA_018650105.1, s__MGIIa-L1 sp018650105, 95.0, 76.03, 0.09; GCA_905182185.1, s__MGIIa-L1 sp905182185, 95.0, 75.99, 0.07; GCA_003602645.1, s__MGIIa-L1 sp003602645, 95.0, 75.9, 0.05; GCA_013329255.1, s__MGIIa-L1 sp9513u, 95.0, 75.84, 0.05; GCA_013329865.1, s__MGIIa-L1 sp8725u, 95.0, 75.81, 0.07; GCA_002505355.1, s__MGIIa-L1 sp002505355, 95.0, 75.71, 0.08; GCA_009887095.1, s__MGIIa-L1 sp009887095, 95.0, 75.7, 0.04; GCA_013330285.1, s__MGIIa-L1 sp8160u, 95.0, 75.5, 0.05	52.0	11	N/A	N/A
megahit:Water_Italy_Italy_75_1_W_7.4_13.9:bin.32	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2 sp002171315	GCA_002171315.2	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2 sp002171315	98.98	0.82	GCA_002171315.2	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2 sp002171315	98.98	0.82	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002496635.1, s__MGIIa-L2 sp002496635, 95.0, 93.49, 0.81; GCA_016777125.1, s__MGIIa-L2 sp016777125, 95.0, 82.61, 0.86; GCA_009887135.1, s__MGIIa-L2 sp009887135, 95.0, 82.47, 0.77; GCA_003602665.1, s__MGIIa-L2 sp003602665, 95.0, 81.4, 0.75; GCA_018645535.1, s__MGIIa-L2 sp018645535, 95.0, 81.24, 0.61; GCA_018666575.1, s__MGIIa-L2 sp018666575, 95.0, 81.04, 0.73; GCA_022425185.1, s__MGIIa-L2 sp022425185, 95.0, 81.0, 0.63; GCA_022451765.1, s__MGIIa-L2 sp022451765, 95.0, 77.28, 0.09; GCA_013911465.1, s__MGIIa-L2 sp013911465, 95.0, 77.25, 0.19; GCA_002722615.1, s__MGIIa-L2 sp002722615, 95.0, 77.18, 0.21; GCA_002499195.1, s__MGIIa-L2 sp002499195, 95.0, 77.14, 0.25; GCA_002719815.1, s__MGIIa-L2 sp002719815, 95.0, 76.9, 0.16; GCA_002706065.1, s__MGIIa-L2 sp002706065, 95.0, 76.71, 0.18; GCA_002698145.1, s__MGIIa-L2 sp002698145, 95.0, 76.6, 0.16; GCA_018623995.1, s__MGIIa-L2 sp018623995, 95.0, 76.52, 0.17; GCA_013330015.1, s__MGIIa-L2 sp8574u, 95.0, 76.44, 0.12; GCA_012270265.1, s__MGIIa-L2 sp012270265, 95.0, 76.38, 0.16; GCA_002502215.1, s__MGIIa-L2 sp002502215, 95.0, 76.31, 0.15; GCA_002726845.1, s__MGIIa-L2 sp002726845, 95.0, 76.14, 0.11	39.14	11	N/A	N/A
megahit:Water_Italy_Italy_75_1_W_7.4_13.9:bin.33	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp002495535	GCA_002495535.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp002495535	99.66	0.94	GCA_002495535.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp002495535	99.66	0.94	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002502605.1, s__MGIIa-L1 sp002502605, 95.0, 80.65, 0.51; GCA_013330285.1, s__MGIIa-L1 sp8160u, 95.0, 79.54, 0.48; GCA_013329255.1, s__MGIIa-L1 sp9513u, 95.0, 79.34, 0.48; GCA_000246735.1, s__MGIIa-L1 sp000246735, 95.0, 79.32, 0.45; GCA_003602645.1, s__MGIIa-L1 sp003602645, 95.0, 79.3, 0.49; GCA_009887095.1, s__MGIIa-L1 sp009887095, 95.0, 79.26, 0.46; GCA_905181785.1, s__MGIIa-L1 sp905181785, 95.0, 79.09, 0.47; GCA_905182125.1, s__MGIIa-L1 sp905182125, 95.0, 79.06, 0.4; GCA_002726395.1, s__MGIIa-L1 sp002726395, 95.0, 77.96, 0.05; GCA_002506275.1, s__MGIIa-L1 sp002506275, 95.0, 77.5, 0.19; GCA_002170315.2, s__MGIIa-L1 sp002170315, 95.0, 77.4, 0.19; GCA_018691345.1, s__MGIIa-L1 sp018691345, 95.0, 77.4, 0.17; GCA_902520595.1, s__MGIIa-L1 sp902520595, 95.0, 77.37, 0.18; GCA_022424925.1, s__MGIIa-L1 sp022424925, 95.0, 77.36, 0.17; GCA_018701175.1, s__MGIIa-L1 sp018701175, 95.0, 77.32, 0.18; GCA_003602605.1, s__MGIIa-L1 sp003602605, 95.0, 77.28, 0.19; GCA_002697705.1, s__MGIIa-L1 sp002697705, 95.0, 77.22, 0.05; GCA_002499545.1, s__MGIIa-L1 sp002499545, 95.0, 77.21, 0.2; GCA_009937025.1, s__MGIIa-L1 sp009937025, 95.0, 77.17, 0.18; GCA_002499705.1, s__MGIIa-L1 sp002499705, 95.0, 77.12, 0.18; GCA_018662825.1, s__MGIIa-L1 sp018662825, 95.0, 77.06, 0.16; GCA_905182185.1, s__MGIIa-L1 sp905182185, 95.0, 77.05, 0.06; GCA_018650105.1, s__MGIIa-L1 sp018650105, 95.0, 77.03, 0.06; GCA_905182715.1, s__MGIIa-L1 sp905182715, 95.0, 76.98, 0.17; GCA_024958795.1, s__MGIIa-L1 sp024958795, 95.0, 76.95, 0.07; GCA_905182725.1, s__MGIIa-L1 sp905182725, 95.0, 76.91, 0.19; GCA_009937205.1, s__MGIIa-L1 sp009937205, 95.0, 76.88, 0.06; GCA_002687075.1, s__MGIIa-L1 sp002687075, 95.0, 76.87, 0.17; GCA_905182635.1, s__MGIIa-L1 sp905182635, 95.0, 76.81, 0.15; GCA_012959845.1, s__MGIIa-L1 sp012959845, 95.0, 76.75, 0.07; GCA_002495945.1, s__MGIIa-L1 sp002495945, 95.0, 76.72, 0.05; GCA_002172355.2, s__MGIIa-L1 sp002172355, 95.0, 76.52, 0.08; GCA_013329925.1, s__MGIIa-L1 sp8734u, 95.0, 76.47, 0.05; GCA_013329865.1, s__MGIIa-L1 sp8725u, 95.0, 76.45, 0.05; GCA_002499015.1, s__MGIIa-L1 sp002499015, 95.0, 76.44, 0.06; GCA_002496955.1, s__MGIIa-L1 sp002496955, 95.0, 76.36, 0.04; GCA_002729095.1, s__MGIIa-L1 sp002729095, 95.0, 76.36, 0.04; GCA_018659375.1, s__MGIIa-L1 sp018659375, 95.0, 76.23, 0.05; GCA_018667575.1, s__MGIIa-L1 sp018667575, 95.0, 76.19, 0.06; GCA_013329355.1, s__MGIIa-L1 sp9354u, 95.0, 76.13, 0.04; GCA_002702945.1, s__MGIIa-L1 sp002702945, 95.0, 76.1, 0.05; GCA_003602575.1, s__MGIIa-L1 sp003602575, 95.0, 76.05, 0.06; GCA_009887195.1, s__MGIIa-L1 sp009887195, 95.0, 76.05, 0.06; GCA_002506025.1, s__MGIIa-L1 sp002506025, 95.0, 75.95, 0.05; GCA_011526375.1, s__MGIIa-L1 sp011526375, 95.0, 75.93, 0.05; GCA_002505355.1, s__MGIIa-L1 sp002505355, 95.0, 75.75, 0.05; GCA_022451835.1, s__MGIIa-L1 sp022451835, 95.0, 75.72, 0.04; GCA_013329295.1, s__MGIIa-L1 sp9596u, 95.0, 75.72, 0.04; GCA_022425585.1, s__MGIIa-L1 sp022425585, 95.0, 75.65, 0.04; GCA_002727485.1, s__MGIIa-L1 sp002727485, 95.0, 75.48, 0.04	84.66	11	N/A	N/A
megahit:Water_Italy_Italy_75_1_W_7.4_13.9:bin.35	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002497895	GCA_002497895.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002497895	98.88	0.85	GCA_002497895.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002497895	98.88	0.85	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_013329905.1, s__MGIIb-O1 sp8684u, 95.0, 92.61, 0.95; GCA_016845365.1, s__MGIIb-O1 sp016845365, 95.0, 80.43, 0.72; GCA_002457595.1, s__MGIIb-O1 sp002457595, 95.0, 79.49, 0.15; GCA_022449345.1, s__MGIIb-O1 sp022449345, 95.0, 79.06, 0.35; GCA_002496905.1, s__MGIIb-O1 sp002496905, 95.0, 78.31, 0.24; GCA_013330385.1, s__MGIIb-O1 sp12570u, 95.0, 78.3, 0.15; GCA_002457555.1, s__MGIIb-O1 sp002457555, 95.0, 77.71, 0.24; GCA_022451235.1, s__MGIIb-O1 sp022451235, 95.0, 77.38, 0.23; GCA_002498525.1, s__MGIIb-O1 sp002498525, 95.0, 77.31, 0.34; GCA_002502365.1, s__MGIIb-O1 sp002502365, 95.0, 77.25, 0.12; GCA_002497025.1, s__MGIIb-O1 sp002497025, 95.0, 77.25, 0.19; GCA_023268715.1, s__MGIIb-O1 sp023268715, 95.0, 77.1, 0.22; GCA_002502175.1, s__MGIIb-O1 sp002502175, 95.0, 77.1, 0.26; GCA_902560445.1, s__MGIIb-O1 sp902560445, 95.0, 77.03, 0.16; GCA_002708385.1, s__MGIIb-O1 sp002708385, 95.0, 76.91, 0.11; GCA_002685415.1, s__MGIIb-O1 sp002685415, 95.0, 76.65, 0.23; GCA_002498725.1, s__MGIIb-O1 sp002498725, 95.0, 76.45, 0.07	60.25	11	N/A	N/A
megahit:Water_Italy_Italy_75_1_Z_18.4_14.1:bin.19	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002713585	GCA_002713585.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002713585	98.27	0.89	GCA_002713585.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002713585	98.27	0.89	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002497905.1, s__MGIIb-N2 sp002497905, 95.0, 88.64, 0.89; GCA_002506875.1, s__MGIIb-N2 sp002506875, 95.0, 88.54, 0.87; GCA_002712285.1, s__MGIIb-N2 sp002712285, 95.0, 81.29, 0.73; GCA_002502625.1, s__MGIIb-N2 sp002502625, 95.0, 78.06, 0.11; GCA_002702985.1, s__MGIIb-N2 sp002702985, 95.0, 78.02, 0.08; GCA_002708695.1, s__MGIIb-N2 sp002708695, 95.0, 77.39, 0.07; GCA_002708015.1, s__MGIIb-N2 sp002708015, 95.0, 77.36, 0.08; GCA_002718215.1, s__MGIIb-N2 sp002718215, 95.0, 77.09, 0.09; GCA_002503045.1, s__MGIIb-N2 sp002503045, 95.0, 76.9, 0.09; GCA_002697105.1, s__MGIIb-N2 sp002697105, 95.0, 76.71, 0.09	87.58	11	N/A	N/A
megahit:Water_Saipan-deep_Midchannel_320_0___:bin.12	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp022449345	GCA_022449345.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp022449345	99.63	0.96	GCA_022449345.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp022449345	99.63	0.96	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002502175.1, s__MGIIb-O1 sp002502175, 95.0, 79.36, 0.56; GCA_022451235.1, s__MGIIb-O1 sp022451235, 95.0, 79.26, 0.68; GCA_002457555.1, s__MGIIb-O1 sp002457555, 95.0, 79.15, 0.58; GCA_023268715.1, s__MGIIb-O1 sp023268715, 95.0, 79.14, 0.57; GCA_002496905.1, s__MGIIb-O1 sp002496905, 95.0, 79.1, 0.5; GCA_013329905.1, s__MGIIb-O1 sp8684u, 95.0, 78.98, 0.4; GCA_902560445.1, s__MGIIb-O1 sp902560445, 95.0, 78.94, 0.43; GCA_002497025.1, s__MGIIb-O1 sp002497025, 95.0, 78.91, 0.62; GCA_002497895.1, s__MGIIb-O1 sp002497895, 95.0, 78.27, 0.3; GCA_002685415.1, s__MGIIb-O1 sp002685415, 95.0, 78.2, 0.46; GCA_002708385.1, s__MGIIb-O1 sp002708385, 95.0, 77.81, 0.3; GCA_002502365.1, s__MGIIb-O1 sp002502365, 95.0, 77.71, 0.25; GCA_002457595.1, s__MGIIb-O1 sp002457595, 95.0, 77.7, 0.14; GCA_016845365.1, s__MGIIb-O1 sp016845365, 95.0, 77.4, 0.34; GCA_002498725.1, s__MGIIb-O1 sp002498725, 95.0, 77.02, 0.13; GCA_002498525.1, s__MGIIb-O1 sp002498525, 95.0, 76.78, 0.14; GCA_013330385.1, s__MGIIb-O1 sp12570u, 95.0, 76.77, 0.13	59.29	11	N/A	N/A
spades:Sediment_GreatLakes_Corsican_48_0_B_4.89_4.89:bin.2	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__RBG-16-68-12;g__EA-19;s__	N/A	N/A	N/A	N/A	N/A	GCA_020029475.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__RBG-16-68-12;g__EA-19;s__EA-19 sp020029475	88.45	0.85	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__RBG-16-68-12;g__EA-19;s__	taxonomic classification defined by topology and ANI	N/A	GCA_005878955.1, s__EA-19 sp005878955, 95.0, 83.45, 0.69; GCA_005878915.1, s__EA-19 sp005878915, 95.0, 81.43, 0.62	95.01	11	0.9443208523789888	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
spades:Sediment_GreatLakes_Corsican_48_0_O_-3.46_0:bin.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__EA-27;g__EA-27;s__	N/A	N/A	N/A	N/A	N/A	GCA_016207545.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__EA-27;g__EA-27;s__EA-27 sp016207545	79.83	0.58	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__EA-27;g__EA-27;s__	taxonomic classification defined by topology and ANI	N/A	GCA_005878375.1, s__EA-27 sp005878375, 95.0, 79.25, 0.48	95.06	11	0.8746551578141606	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
spades:Sediment_GreatLakes_Norman_60_1_H_-0.86_0:bin.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__JACQFM01;s__	N/A	N/A	N/A	N/A	N/A	GCA_016200035.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__JACQFM01;s__JACQFM01 sp016200035	78.62	0.42	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	89.21	11	0.9301936054971801	N/A
spades:Sediment_GreatLakes_Pewabic_50_1_A_0_0.86:bin.10	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA10834;f__UBA10834;g__COMBO-56-21;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA10834;f__UBA10834;g__COMBO-56-21;s__	ANI	N/A	GCA_018814355.1, s__COMBO-56-21 sp018814355, 95.0, 78.98, 0.38; GCA_022865445.1, s__COMBO-56-21 sp022865445, 95.0, 78.44, 0.33; GCA_020725925.1, s__COMBO-56-21 sp020725925, 95.0, 78.19, 0.41; GCA_001800675.1, s__COMBO-56-21 sp001800675, 95.0, 77.64, 0.24; GCA_001800815.1, s__COMBO-56-21 sp001800815, 95.0, 77.51, 0.29; GCA_016930135.1, s__COMBO-56-21 sp016930135, 95.0, 77.47, 0.28	97.61	11	0.8867619647300292	N/A
spades:Sediment_GreatLakes_Pewabic_50_1_K_-0.3_0.3:bin.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__	N/A	N/A	N/A	N/A	N/A	GCA_023249275.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__Methanoperedens sp023249275	86.99	0.66	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__	taxonomic classification defined by topology and ANI	N/A	GCA_023249105.1, s__Methanoperedens sp023249105, 95.0, 81.91, 0.55; GCA_902386255.1, s__Methanoperedens sp902386255, 95.0, 80.66, 0.46; GCA_018899795.1, s__Methanoperedens sp018899795, 95.0, 78.86, 0.28; GCF_002487355.1, s__Methanoperedens sp002487355, 95.0, 78.34, 0.3; GCA_905339155.1, s__Methanoperedens sp905339155, 95.0, 78.11, 0.29; GCA_012026795.1, s__Methanoperedens sp012026795, 95.0, 77.99, 0.27; GCA_902384525.1, s__Methanoperedens sp902384525, 95.0, 77.95, 0.26; GCA_012026835.1, s__Methanoperedens sp012026835, 95.0, 77.94, 0.29; GCF_000685155.1, s__Methanoperedens nitroreducens, 95.0, 77.88, 0.23; GCF_900196725.1, s__Methanoperedens nitroreducens_A, 95.0, 77.84, 0.29; GCA_003104905.1, s__Methanoperedens sp003104905, 95.0, 77.8, 0.23; GCA_018900975.1, s__Methanoperedens sp018900975, 95.0, 77.75, 0.25; GCA_020724545.1, s__Methanoperedens nitroreducens_B, 95.0, 77.66, 0.24; GCA_902386115.1, s__Methanoperedens sp902386115, 95.0, 77.65, 0.22; GCA_902386135.1, s__Methanoperedens sp902386135, 95.0, 77.62, 0.27; GCA_021409285.1, s__Methanoperedens sp021409285, 95.0, 77.6, 0.2; GCA_902386085.1, s__Methanoperedens sp902386085, 95.0, 77.32, 0.25; GCA_902386205.1, s__Methanoperedens sp902386205, 95.0, 77.31, 0.25	99.43	11	0.9624917438298548	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
spades:Sediment_GreatLakes_Pewabic_50_1_T_-3.46_0:bin.21	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__FEN-987;g__JALHTB01;s__JALHTB01 sp022865625	GCA_022865625.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__FEN-987;g__JALHTB01;s__JALHTB01 sp022865625	98.57	0.78	GCA_022865625.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__FEN-987;g__JALHTB01;s__JALHTB01 sp022865625	98.57	0.78	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__FEN-987;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	82.23	11	N/A	N/A
